kepid,kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_time0bk
10905911,K02754.01,CONFIRMED,1.34155642,1.6462,58.2,132.73743
3545135,K02755.01,CONFIRMED,8.48299282,2.505,69.1,132.96583
6964929,K02756.01,CONFIRMED,0.665025941,1.7542,104.7,131.65962
6432345,K02757.01,CONFIRMED,234.635652,6.965,868.5,172.64615
8703129,K02758.01,CANDIDATE,253.374581,22.889,1104.0,235.74025
11565924,K02837.01,CONFIRMED,13.32191461,6.213,133.5,142.7235
6607357,K02838.01,CONFIRMED,7.69994466,4.432,70.9,134.39282
6607357,K02838.02,CONFIRMED,4.77466043,3.804,54.3,135.16338
9451706,K00271.02,CONFIRMED,29.39337161,7.0445,327.0,209.06737
6186964,K02839.01,CONFIRMED,2.164570593,1.2862,525.1,131.83142
5471202,K02911.01,FALSE POSITIVE,12.4258343,28.1171,449.4,141.5311
9640439,K02912.01,FALSE POSITIVE,0.873227249,0.7948,221.8,132.23359
9693006,K02913.01,CONFIRMED,2.88878583,2.977,40.9,132.33651
6837283,K02914.01,CANDIDATE,21.1181653,9.734,112.7,133.59196
5613821,K02915.01,CANDIDATE,5.06092282,2.586,71.6,134.47316
6627507,K02697.01,FALSE POSITIVE,7.37453336,3.745,304.4,131.55947
5128673,K02698.01,CONFIRMED,87.9724227,14.638,866.7,168.29785
6690836,K02699.01,CONFIRMED,0.568874717,1.2177,378.4,132.048771
8639908,K02700.01,CANDIDATE,0.910020582,1.7956,358.1,131.99239
5481148,K02701.01,FALSE POSITIVE,22.023514,1.932,1670.0,135.18349
11076400,K02759.01,CANDIDATE,1.07808492,0.8551,155.6,132.03683
7877978,K02760.01,CONFIRMED,56.5732318,4.188,688.5,146.57984
7903086,K02761.01,FALSE POSITIVE,1.846861455,1.6605,648.6,131.90493
12024120,K00265.01,CONFIRMED,3.568099612,3.2131,98.4,169.74278
8210018,K02762.01,CONFIRMED,132.9955503,7.436,1275.4,258.3961
3642289,K00301.01,CONFIRMED,6.002548291,4.1628,202.0,171.71419
3642289,K00301.02,CONFIRMED,11.44865823,4.953,75.2,141.38705
3662838,K00302.01,CONFIRMED,24.85466504,9.182,776.2,173.99971
5966322,K00303.01,CONFIRMED,60.92818866,6.3336,755.6,173.37212
6029239,K00304.01,CONFIRMED,8.512037736,2.1861,597.8,174.909816
12106929,K00359.01,FALSE POSITIVE,5.93720557,4.882,371.4,171.57597
12107021,K00360.01,FALSE POSITIVE,5.93719982,3.95,175.6,135.95338
8248939,K00061.01,FALSE POSITIVE,1.63345402,3.817,359.0,181.8556
12404954,K00361.01,CONFIRMED,3.247548814,2.5146,209.7,171.27807
1571511,K00362.01,FALSE POSITIVE,14.022451457,8.08619,20082.9,177.5952096
2438070,K00363.01,FALSE POSITIVE,2.442945167,4.0145,677.9,171.09721
3747262,K03005.01,FALSE POSITIVE,1.312459403,1.459,36.9,132.22569
10190075,K03007.01,CANDIDATE,11.1916199,2.1,166.4,138.04258
9070666,K03008.01,CONFIRMED,2.99792926,4.398,45.4,131.76579
3642335,K03010.01,CONFIRMED,60.8660974,4.397,714.3,179.28674
3328052,K03011.01,FALSE POSITIVE,2.11547854,3.665,222.9,132.0118
10749059,K03086.01,CANDIDATE,174.731515,8.257,1179.9,252.5348
9119568,K03087.01,FALSE POSITIVE,5.54867998,4.665,68.9,133.9285
9119568,K03087.02,FALSE POSITIVE,1.22174063,7.443,32.2,132.0174
9020114,K03088.01,CONFIRMED,3.48412874,1.422,161.6,134.5504
6196457,K00285.01,CONFIRMED,13.74883059,6.0968,425.9,179.279158
7668416,K03089.01,CANDIDATE,0.858546796,1.1,106.1,132.14429
6029239,K00304.02,CANDIDATE,5.518195,1.81,27.1,136.584
6063220,K00305.01,CONFIRMED,4.603575293,2.3499,440.4,171.840124
6071903,K00306.01,CONFIRMED,24.30784323,2.6054,677.1,178.36629
6289257,K00307.01,CONFIRMED,19.67409703,3.7535,204.9,176.27119
10905239,K00046.01,CONFIRMED,3.487688776,3.83661,1298.8,170.932217
11623629,K00365.01,CONFIRMED,81.737872,6.6923,628.8,211.678818
3545478,K00366.01,CANDIDATE,75.1122132,4.9458,3751.5,207.713987
4815520,K00367.01,CONFIRMED,31.578651216,2.12791,2125.4,177.206237
6603043,K00368.01,FALSE POSITIVE,110.32167272,13.3624,7296.6,197.365128
7175184,K00369.01,CONFIRMED,5.88527364,1.9531,112.7,174.42554
7109851,K03012.01,FALSE POSITIVE,1.086486129,0.8383,66.0,131.96598
11565544,K03013.01,CANDIDATE,3.76562031,1.288,232.6,131.75562
7347246,K03014.01,CONFIRMED,86.1160885,6.058,875.2,134.8808
11403530,K03015.01,CONFIRMED,3.61460332,3.227,43.9,133.09123
5088536,K00282.02,CONFIRMED,8.45744892,3.2893,77.4,139.06689
12072872,K03017.01,CANDIDATE,2.46288834,1.724,47.4,132.80114
6609270,K03090.01,CONFIRMED,3.82223397,1.924,362.7,132.14965
12406807,K03091.01,CONFIRMED,17.067644,6.026,262.4,145.56929
8046689,K03092.01,FALSE POSITIVE,5.78542702,2.271,256.2,137.09181
5096590,K03093.01,CONFIRMED,29.6099055,7.433,120.1,137.3316
9650989,K03095.01,CONFIRMED,3.42390809,1.773,153.1,132.88326
6289257,K00307.02,CONFIRMED,5.21104597,3.3447,102.7,131.53797
6291837,K00308.01,CONFIRMED,35.5969684,6.691,684.5,187.52765
7024222,K00309.01,FALSE POSITIVE,1.633107509,1.491,60.8,170.19649
7024511,K00311.01,FALSE POSITIVE,66.1544958,6.945,1972.0,175.64641
7050989,K00312.01,CONFIRMED,11.57890926,2.7207,243.4,175.58603
7175184,K00369.02,CONFIRMED,10.10463142,2.369,114.6,135.55718
8494142,K00370.01,CONFIRMED,42.88247951,9.7471,408.9,203.6483
11554435,K00063.01,CONFIRMED,9.43414171,2.8112,3977.0,177.84346
8494142,K00370.02,CONFIRMED,22.95062278,4.4814,129.8,151.53259
5652983,K00371.01,FALSE POSITIVE,498.391282,6.135,1590.0,244.08166
6471021,K00372.01,CONFIRMED,125.6291479,9.108,7841.6,253.35079
7906671,K03018.01,FALSE POSITIVE,45.1178526,3.737,389.2,156.99133
8709688,K03019.01,CONFIRMED,4.17939037,2.647,172.8,133.84818
8241079,K03020.01,CANDIDATE,10.9192653,4.572,91.1,134.26789
3348285,K03021.01,FALSE POSITIVE,0.803835923,1.397,52.6,131.80207
11618601,K03022.01,CONFIRMED,2.76263737,1.821,185.0,132.99574
7582689,K03097.01,CONFIRMED,11.9216035,5.009,43.2,137.47581
7582689,K03097.02,CONFIRMED,6.80257947,4.608,32.7,138.0478
7582689,K03097.03,CONFIRMED,8.70312154,4.807,32.0,140.15531
9959589,K03098.01,FALSE POSITIVE,1.332557603,6.043,225.3,132.05691
9025922,K00043.01,FALSE POSITIVE,11.32029599,4.5866,4303.5,177.08388
6196457,K00285.02,CONFIRMED,26.723169,8.501,195.0,147.93696
7050989,K00312.02,CONFIRMED,16.39926461,3.4108,220.8,131.96806
7419318,K00313.01,CONFIRMED,18.73577127,3.0356,567.2,177.634372
7419318,K00313.02,CONFIRMED,8.43639829,3.2451,345.5,179.88704
7603200,K00314.01,CONFIRMED,13.78109471,2.3188,756.0,177.852785
7603200,K00314.02,CONFIRMED,23.08902241,1.7012,598.3,171.007634
10905239,K00046.02,CONFIRMED,6.02977241,3.961,54.6,132.48162
7364176,K00373.01,CONFIRMED,135.1879934,8.8191,663.4,190.93292
8686097,K00374.01,CONFIRMED,172.7046083,11.347,659.1,236.92574
12356617,K00375.01,CONFIRMED,988.8811177,5.9504,5060.0,239.224189
12643589,K00376.01,FALSE POSITIVE,44.14599042,3.4015,4467.8,211.531127
12643589,K00376.02,FALSE POSITIVE,1.411627439,1.0814,515.2,178.263426
3323887,K00377.01,CONFIRMED,19.270825843,4.1281,6660.5,182.5436
11618601,K03022.02,CONFIRMED,5.05368985,2.514,171.5,135.11296
7732285,K03023.01,FALSE POSITIVE,4.39049637,3.0112,113.5,134.12735
9716391,K03025.01,CONFIRMED,13.1829329,3.594,518.0,141.82648
6929841,K03026.01,CONFIRMED,3.51575492,1.381,237.4,134.29974
5088536,K00282.03,CONFIRMED,87.5177787,2.55,136.5,201.15451
5124254,K03099.01,FALSE POSITIVE,14.0498182,2.907,472.0,140.50396
11508644,K03101.01,CONFIRMED,14.2563272,4.796,206.1,133.40971
12168993,K03105.01,CANDIDATE,4.21223579,7.898,116.4,132.9291
8895758,K03106.01,CONFIRMED,0.968980781,1.517,118.5,132.41921
10031500,K03107.01,FALSE POSITIVE,8.589562,9.885,245.4,132.0335
7603200,K00314.03,CONFIRMED,10.31282204,2.0138,137.6,133.53528
7700622,K00315.01,CONFIRMED,35.58349688,3.9885,937.6,189.03562
8008067,K00316.01,CONFIRMED,15.77111067,5.0574,547.1,184.90347
8008067,K00316.02,CONFIRMED,157.0659976,8.1289,551.4,481.26942
8008067,K00316.03,CONFIRMED,7.305706326,1.4228,264.9,131.77905
3323887,K00377.02,CONFIRMED,38.90787517,4.5271,6159.1,175.425847
7051180,K00064.01,CANDIDATE,1.951082219,1.6975,1151.8,157.54316
3323887,K00377.03,CONFIRMED,1.59295975,1.9313,248.3,182.08924
2449074,K00378.01,FALSE POSITIVE,4.94402197,4.062,363.3,173.75192
2446113,K00379.01,FALSE POSITIVE,6.71725648,2.5207,272.7,170.99733
2446113,K00379.02,CANDIDATE,23.1375919,3.35,114.0,152.17335
11137180,K03027.01,CONFIRMED,6.07032548,1.341,311.6,135.30933
9838804,K03028.01,FALSE POSITIVE,1.33256952,2.915,163.5,132.03835
5903749,K03029.01,CANDIDATE,18.9763286,2.379,329.8,134.83396
5903749,K03029.02,CANDIDATE,6.34724702,3.097,159.8,133.00398
5524881,K03030.01,FALSE POSITIVE,7.19552624,4.095,214.6,136.03008
3756264,K03108.01,CONFIRMED,7.36272124,1.3287,429.3,136.86143
11572193,K03109.01,CONFIRMED,10.6761592,4.594,151.0,140.59136
11285870,K03110.01,CONFIRMED,4.48494315,2.752,134.9,135.01836
8581240,K03111.01,CANDIDATE,10.76800074,3.494,65.1,138.50669
8581240,K03111.02,CANDIDATE,4.32848303,2.955,35.5,132.5128
6196457,K00285.03,CONFIRMED,49.3567907,10.954,130.2,134.29533
8121310,K00317.01,CONFIRMED,22.20809549,7.3327,463.2,206.35965
8156120,K00318.01,CONFIRMED,38.5833679,12.391,1388.2,174.84868
8684730,K00319.01,CANDIDATE,46.15119482,6.3427,1817.3,176.626026
8700558,K00320.01,FALSE POSITIVE,4.79179893,2.9283,123.9,173.51679
8753657,K00321.01,CONFIRMED,2.426304127,2.6624,185.4,170.455517
8554498,K00005.01,CANDIDATE,4.780327581,2.0253,960.8,132.974086
3847708,K00389.01,FALSE POSITIVE,3.741231778,2.469,419.0,171.70626
3849155,K00390.01,FALSE POSITIVE,1.168310132,1.31,283.3,170.604205
3858804,K00391.01,FALSE POSITIVE,25.9525478,21.328,478.4,174.84275
3942670,K00392.01,CONFIRMED,33.4160553,8.605,275.8,171.33696
3942670,K00392.02,CONFIRMED,12.6119685,6.372,76.5,138.1189
6949898,K03031.01,CANDIDATE,7.64809462,2.216,195.9,137.21737
10585738,K03032.01,CONFIRMED,0.636424848,0.947,217.9,131.68872
7186665,K03033.01,FALSE POSITIVE,8.55935323,4.303,148.8,137.22854
2973386,K03034.01,CANDIDATE,31.0209175,2.012,859.5,138.01479
6388770,K03035.01,FALSE POSITIVE,21.3419702,10.73,,134.094
7022573,K03112.01,CANDIDATE,2.118893997,0.822,311.4,132.8042
7676423,K03113.01,CONFIRMED,2.46050095,1.861,276.8,133.61605
9288237,K03114.01,CANDIDATE,7.49133777,6.315,34.5,135.31257
11714231,K03115.01,CONFIRMED,5.8660127,3.985,183.0,136.35647
11720424,K03116.01,CONFIRMED,23.9107056,4.996,294.0,150.5394
7837302,K00048.01,FALSE POSITIVE,23.836808884,6.02854,29684.7,173.7759431
8753657,K00321.02,CONFIRMED,4.62334491,3.0189,62.0,132.37083
8948424,K00322.01,FALSE POSITIVE,5.888835386,3.7988,19466.0,173.582863
9139084,K00323.01,CONFIRMED,5.83599485,2.062,553.3,169.87446
9641041,K00324.01,FALSE POSITIVE,1.089077863,2.4676,133.6,171.230501
9724984,K00325.01,FALSE POSITIVE,7.86335883,3.4303,467.3,171.00299
2452450,K00380.01,FALSE POSITIVE,8.0970583,5.699,680.7,170.81044
3230578,K00381.01,FALSE POSITIVE,6.337614357,1.742,1807.4,170.189414
3231137,K00382.01,FALSE POSITIVE,3.900140077,3.77,543.1,172.37193
3353050,K00384.01,CONFIRMED,5.0800579,5.207,222.8,174.42853
3446746,K00385.01,CONFIRMED,13.14496741,3.6399,300.8,174.8467
5695396,K00283.01,CONFIRMED,16.09196369,2.8943,415.8,170.598832
5217891,K03036.01,FALSE POSITIVE,161.239891,24.472,1075.4,189.1791
6593150,K03037.01,CANDIDATE,5.4654174,3.209,219.5,133.58893
8051946,K03038.01,CONFIRMED,1.4951513,3.43,52.0,132.66025
5445681,K03039.01,CONFIRMED,20.3504704,7.225,101.8,142.7588
6523351,K03117.01,CANDIDATE,6.06664931,1.962,65.3,136.14365
5551672,K03119.01,CANDIDATE,2.184437698,1.0422,1546.8,133.67492
11499192,K03120.01,CONFIRMED,4.13592927,2.377,156.2,133.53763
12416661,K03122.01,CONFIRMED,8.05337912,5.382,38.3,134.9588
8197793,K03123.01,CANDIDATE,15.2311195,3.91,269.1,143.73591
8258171,K00286.01,FALSE POSITIVE,23.6272223,7.9,154.6,173.65096
9880467,K00326.01,FALSE POSITIVE,8.97349999,3.1408,935.1,171.03075
9880467,K00326.02,FALSE POSITIVE,108.546946,7.567,711.3,151.1275
9881662,K00327.01,CONFIRMED,3.254277742,2.9903,159.9,172.66256
9881662,K00327.02,CONFIRMED,91.3514816,8.707,210.0,189.60082
9895004,K00328.01,FALSE POSITIVE,2.250826647,1.536,534.4,170.321819
3656121,K00386.01,CONFIRMED,31.1588249,5.1803,959.0,173.90355
10620329,K00066.01,FALSE POSITIVE,0.436282594,1.3988,536.4,170.702041
3656121,K00386.02,CONFIRMED,76.7324556,6.243,685.7,200.6722
3733628,K00387.01,CONFIRMED,13.89963233,3.5791,1121.7,182.864454
3831053,K00388.01,CONFIRMED,6.14955931,5.5694,333.7,169.55182
6357290,K03040.01,CANDIDATE,4.8099878,1.97,288.2,133.00671
4072955,K03041.01,CANDIDATE,5.08288076,2.515,108.0,134.00557
8695311,K03042.01,CANDIDATE,31.0259489,5.692,385.4,158.5632
9834731,K03043.01,CANDIDATE,3.08942807,3.214,85.3,134.1999
5092266,K03045.01,CONFIRMED,44.8702042,4.199,636.1,141.11446
4076976,K03124.01,FALSE POSITIVE,4.8807805,9.4,79.0,133.705
8751796,K03125.01,CONFIRMED,4.45342418,3.654,46.6,133.09066
7097534,K03126.01,FALSE POSITIVE,2.21396685,4.374,81.6,132.56407
9907129,K03127.01,CONFIRMED,9.705693,7.702,140.8,140.3709
7609674,K03128.01,CANDIDATE,21.2360024,4.019,104.4,149.88083
9527334,K00049.01,CONFIRMED,8.31377304,2.964,837.4,175.99137
10031885,K00329.01,FALSE POSITIVE,8.58969597,8.471,245.1,174.9625
11361646,K00330.01,CONFIRMED,7.97420583,5.3503,293.1,174.52718
11361646,K00330.02,CONFIRMED,1.88899036,3.486,59.0,132.09517
10285631,K00331.01,CONFIRMED,18.68405716,6.9329,381.5,170.83245
3964109,K00393.01,CONFIRMED,21.41624083,7.081,314.5,176.24991
4159347,K00394.01,FALSE POSITIVE,12.28351275,3.634,597.8,174.36652
3544595,K00069.01,CONFIRMED,4.72674037,2.9267,273.1,134.926396
4165960,K00395.01,FALSE POSITIVE,6.77449545,2.5416,481.9,171.0118
4252322,K00396.01,CANDIDATE,14.591504451,1.1295,1490.5,180.851546
4376644,K00397.01,FALSE POSITIVE,27.677680103,2.1704,11545.0,173.796579
9301506,K03047.01,FALSE POSITIVE,0.605223042,0.8986,232.3,131.75593
5695396,K00283.02,CONFIRMED,25.5172744,4.735,66.8,154.4165
9714550,K03048.01,CONFIRMED,4.73292061,1.746,151.6,131.579
6263593,K03049.01,CONFIRMED,22.4765952,3.437,481.4,136.82336
5475042,K03050.01,CANDIDATE,1.242639742,1.763,159.3,131.88125
6964159,K03129.01,FALSE POSITIVE,25.503628,3.913,204.4,139.3578
10252275,K03130.01,CONFIRMED,14.8638496,2.705,220.6,142.95729
10252275,K03130.02,CONFIRMED,5.65245733,2.062,121.0,136.97891
11455181,K03131.01,CONFIRMED,10.9294815,5.893,196.9,141.5034
9541295,K03132.01,CANDIDATE,0.536650319,2.383,41.9,131.71106
10290666,K00332.01,CONFIRMED,5.45849914,4.0448,255.9,172.08857
10337258,K00333.01,CONFIRMED,13.28536452,6.283,377.6,169.86052
10383687,K00334.01,FALSE POSITIVE,8.4879444,3.224,119.3,176.92505
10470206,K00335.01,FALSE POSITIVE,46.56675437,7.831,801.1,196.31173
10518725,K00336.01,FALSE POSITIVE,19.5148412,3.096,102.7,132.60757
12314973,K00279.02,CONFIRMED,15.4130812,6.6358,264.3,136.94324
5450893,K02970.01,CONFIRMED,4.82051088,3.588,40.9,135.78541
4770174,K02971.01,CANDIDATE,6.09595681,5.502,65.7,134.59214
8949925,K02972.01,CANDIDATE,13.2511214,4.996,266.5,141.178
5091016,K02973.01,FALSE POSITIVE,5.76556718,3.138,213.3,134.96501
9959492,K03051.01,CANDIDATE,11.682369,2.71,234.5,134.8311
8827575,K03052.01,CANDIDATE,10.12956201,3.044,81.3,135.99804
8827575,K03052.02,CONFIRMED,15.6112238,3.873,113.5,144.8735
2716801,K03053.01,CONFIRMED,42.5217006,5.723,685.6,136.1274
7281454,K03055.01,FALSE POSITIVE,0.566805887,5.2317,1.7,131.8203886
7216284,K03056.01,CONFIRMED,6.69958851,2.831,253.7,134.1468
8703887,K00287.01,FALSE POSITIVE,14.170972781,3.7316,13496.5,175.60775
9899352,K03135.01,FALSE POSITIVE,1.332562831,6.24,297.9,132.05088
6945786,K03136.01,CONFIRMED,2.39161966,1.906,189.2,133.07956
5978170,K03140.01,CONFIRMED,5.68879083,2.55,241.5,131.6672
5440317,K03141.01,CONFIRMED,2.31941571,1.591,96.4,131.93925
10545066,K00337.01,CONFIRMED,19.7830259,5.4898,373.2,177.72013
6056992,K00051.01,FALSE POSITIVE,10.431146765,3.8853,29375.6,133.936337
10552611,K00338.01,CONFIRMED,7.0106324,3.0688,327.3,174.57542
10552611,K00338.02,CONFIRMED,3.10762684,2.361,77.2,132.63359
10587105,K00339.01,CONFIRMED,1.980356674,2.4743,271.9,170.139601
10587105,K00339.02,CONFIRMED,12.8344771,3.846,281.0,138.32626
6948480,K02975.01,FALSE POSITIVE,175.329014,6.269,1059.1,230.9292
6438099,K02976.01,CANDIDATE,21.61313362,1.52,818.1,137.02689
11090556,K02977.01,CONFIRMED,2.7881793,3.397,55.8,131.84558
11090556,K02977.02,CONFIRMED,4.13827684,3.449,63.8,133.2285
10686814,K02978.01,FALSE POSITIVE,2.61846258,3.505,275.3,134.02945
3234843,K03057.01,CONFIRMED,29.72722,3.45,1010.2,134.6581
6021275,K00284.01,CONFIRMED,18.01019956,3.516,177.7,179.42137
3234843,K03057.02,CONFIRMED,10.61368712,3.498,559.8,140.85316
8192911,K03058.01,FALSE POSITIVE,7.53887442,3.147,342.1,135.3319
10554967,K03059.01,FALSE POSITIVE,0.53633519,1.0547,444.1,131.71447
3752110,K03142.01,CANDIDATE,27.9430245,6.125,308.6,136.8697
5688790,K03144.01,CONFIRMED,8.07394097,2.455,1056.0,540.04161
1717722,K03145.01,CONFIRMED,4.53702121,1.813,504.4,132.1846
1717722,K03145.02,CANDIDATE,0.977311489,1.403,250.7,131.70299
10908248,K03146.01,CONFIRMED,39.859505,7.987,155.5,154.7616
10616571,K00340.01,FALSE POSITIVE,23.6731242,14.3948,23112.9,160.628756
10878263,K00341.01,CONFIRMED,7.170710381,2.9225,863.3,176.666844
10878263,K00341.02,CONFIRMED,4.699652821,2.553,351.4,177.61519
10982872,K00343.01,CONFIRMED,4.761705895,3.3061,497.1,170.335759
10982872,K00343.02,CONFIRMED,2.024143568,2.5273,239.4,170.496204
2720514,K02979.01,FALSE POSITIVE,1.371288853,1.4528,66.2,131.93796
4141376,K00280.01,CONFIRMED,11.87290814,2.5342,332.7,180.895933
9468551,K02980.01,CONFIRMED,1.638652525,1.952,166.9,132.29025
9076971,K02981.01,CONFIRMED,9.06687613,3.381,367.2,134.75185
8360640,K02982.01,CONFIRMED,4.0223109,0.853,227.8,135.17298
11019987,K03060.01,CONFIRMED,6.9131732,4.73,39.1,138.4219
4857058,K03061.01,CONFIRMED,7.32851947,1.211,277.8,132.12857
10924562,K03063.01,CONFIRMED,18.6052046,6.829,242.5,149.0376
9899505,K03064.01,FALSE POSITIVE,1.332562787,6.28,1111.9,132.05138
5040077,K03065.01,CANDIDATE,0.896382269,1.113,136.4,132.29651
7534267,K03147.01,CONFIRMED,39.4420781,7.029,172.4,169.1411
9592705,K00288.01,CONFIRMED,10.27532513,6.3093,209.7,177.27227
10611420,K03148.01,FALSE POSITIVE,11.50528603,2.098,260.2,135.1016
10386922,K00289.01,CONFIRMED,26.62941953,7.8709,492.8,191.99627
10386922,K00289.02,CONFIRMED,296.6375817,16.425,2763.1,403.672042
10982872,K00343.03,CONFIRMED,41.8085031,7.797,190.4,148.70814
3558981,K00052.01,FALSE POSITIVE,2.98786272,2.5814,42789.0,168.011233
11015108,K00344.01,CONFIRMED,39.30944096,5.77,1132.1,171.334861
11074541,K00345.01,CONFIRMED,29.88487723,4.5612,1275.7,173.194404
11100383,K00346.01,CONFIRMED,12.92489803,2.6811,959.0,170.78679
7918652,K02984.01,CANDIDATE,11.45541896,4.95,68.6,136.32524
8847111,K02985.01,FALSE POSITIVE,0.575884418,2.0734,272.2,132.00778
4568298,K02986.01,FALSE POSITIVE,0.562555067,1.7402,198.3,131.74958
9230021,K03429.04,CANDIDATE,44.433726,6.118,239.6,162.9825
4374339,K02987.01,FALSE POSITIVE,0.993703494,0.7645,67.4,132.142
6636320,K02989.01,CONFIRMED,6.33125228,2.688,306.6,137.14149
4067925,K03066.01,CONFIRMED,24.2204192,3.271,806.3,146.42459
4847782,K03067.01,FALSE POSITIVE,30.9597053,5.42,410.7,139.43903
6021275,K00284.02,CONFIRMED,6.41491277,3.3629,121.0,169.64044
10350571,K01175.03,FALSE POSITIVE,93.881556,20.644,188.7,131.5771
3230805,K03068.01,CANDIDATE,3.91679553,2.072,161.3,133.60274
4676964,K03069.01,CANDIDATE,43.1024434,7.124,299.8,140.1394
10488450,K00290.01,FALSE POSITIVE,2.683395376,1.8592,234.7,171.42605
10933561,K00291.01,CONFIRMED,31.51779463,7.634,357.6,185.1533
10933561,K00291.02,CONFIRMED,8.12999858,2.1492,148.0,134.10067
4770617,K02243.03,CANDIDATE,31.4452709,1.758,531.1,154.58136
8845026,K00044.01,FALSE POSITIVE,66.46746217,19.6638,12643.7,160.47651
11075737,K00292.01,CONFIRMED,2.586639524,2.253,217.7,171.842572
11189127,K00347.01,FALSE POSITIVE,2.671942657,1.9119,15942.0,169.853908
11194032,K00348.01,CONFIRMED,28.51117639,4.5941,1844.6,187.363955
11394027,K00349.01,CONFIRMED,14.38682567,2.1417,569.6,170.455049
7609553,K02924.02,CANDIDATE,8.85686712,0.606,319.2,134.13633
11395587,K00350.01,CANDIDATE,12.99065074,2.3748,392.3,177.23865
11442793,K00351.01,CONFIRMED,331.5972732,14.404,8322.1,140.498929
5520547,K02990.01,CONFIRMED,11.20058855,4.562,219.9,137.51003
4848424,K02991.01,FALSE POSITIVE,1.50179931,3.275,100.1,131.55611
8866102,K00042.01,CONFIRMED,17.83367834,4.5112,326.9,181.233943
4143755,K00281.01,CONFIRMED,19.55662003,8.087,298.9,189.04354
8509442,K02992.01,CANDIDATE,82.6595174,3.48,1270.7,152.6726
11244137,K02994.01,CONFIRMED,2.03387483,3.097,73.6,131.91927
6072593,K03070.01,FALSE POSITIVE,5.07538255,1.7,163.1,133.92978
5865654,K03071.01,CONFIRMED,23.9553986,3.204,228.7,146.66221
3219643,K03072.01,CANDIDATE,24.3367026,2.539,551.1,154.3759
8546542,K03073.01,CANDIDATE,7.40985182,1.131,201.1,138.18222
8197560,K03074.01,FALSE POSITIVE,1.02425556,2.6439,1631.7,131.49437
11200415,K00293.01,FALSE POSITIVE,4.63958598,2.768,83.4,172.21917
8613535,K02263.03,CANDIDATE,15.5943758,7.367,95.4,140.3138
11259686,K00294.01,CONFIRMED,34.4359387,5.82,424.5,193.038
11547513,K00295.01,CONFIRMED,5.317440164,2.9331,292.5,171.875619
11547513,K00295.02,CONFIRMED,10.10575764,2.0138,116.8,135.50958
11802615,K00296.01,CONFIRMED,28.86236571,5.4033,449.2,178.48498
11442793,K00351.02,CONFIRMED,210.6013843,11.9922,4159.3,147.056867
10122538,K02926.05,CANDIDATE,75.731195,4.859,2496.0,201.9685
11442793,K00351.03,CONFIRMED,59.7371443,8.0006,566.4,158.95974
2445975,K00053.01,FALSE POSITIVE,3.388887193,2.4475,11267.8,172.259054
11521793,K00352.01,CONFIRMED,27.08239734,5.0119,423.2,191.80728
11566064,K00353.01,CANDIDATE,152.1060435,7.4517,3688.3,176.52741
11566064,K00353.02,CONFIRMED,30.6528935,4.99,269.7,135.04211
6531496,K03646.02,FALSE POSITIVE,0.512869432,4.015,2313.0,132.01554
3848275,K02995.01,CONFIRMED,5.19492747,3.167,272.9,131.62458
12021625,K02996.01,CONFIRMED,15.9314412,2.435,556.7,141.81212
9777256,K02997.01,FALSE POSITIVE,1.33251589,4.216,140.5,132.0842
4175630,K02998.01,CONFIRMED,28.227413,5.782,1113.4,141.49504
7433585,K02999.01,FALSE POSITIVE,0.545544979,1.954,92.6,131.72408
6665223,K01232.02,FALSE POSITIVE,419.97507836,12.1687,275.1,524.8465031
3328080,K03075.01,CONFIRMED,4.76559056,2.2,67.5,133.50531
8430964,K03078.01,CONFIRMED,2.98618134,2.969,122.9,133.46926
3654719,K03081.01,FALSE POSITIVE,25.9200092,5.609,331.4,138.1757
6021275,K00284.03,CONFIRMED,6.17817366,3.2601,101.9,168.8626
10619142,K03082.01,FALSE POSITIVE,2.04516705,3.625,154.8,132.36168
12256520,K02264.02,CANDIDATE,7.25101997,2.799,122.8,138.1878
11905011,K00297.01,CONFIRMED,5.65178922,3.0933,134.1,172.27915
12785320,K00298.01,CONFIRMED,19.96367208,2.6403,270.9,178.30806
12785320,K00298.02,CANDIDATE,57.3840375,4.336,241.7,170.72723
2692377,K00299.01,CONFIRMED,1.541676547,1.9118,296.5,170.543719
3742855,K00045.01,FALSE POSITIVE,6.397185875,5.8638,18887.0,174.365353
3438975,K00300.01,FALSE POSITIVE,2.976020742,3.73,114.9,171.65845
11568987,K00354.01,CONFIRMED,15.95995611,4.3149,523.2,171.52098
11568987,K00354.02,CONFIRMED,7.37867551,3.349,125.1,135.82271
11621223,K00355.01,CONFIRMED,4.903321801,2.8887,334.5,172.900587
11624249,K00356.01,CONFIRMED,1.82708193,1.96401,1164.7,170.52583
12017140,K00358.01,FALSE POSITIVE,22.845241036,5.3007,45676.5,172.8026986
10000941,K04146.02,CANDIDATE,2.5738437,1.92,46.6,132.17126
5702939,K03000.01,FALSE POSITIVE,18.3980827,4.438,145.0,144.9175
3852655,K03002.01,CONFIRMED,11.62904159,2.97,88.0,132.82099
11255231,K03003.01,FALSE POSITIVE,13.6550963,4.117,196.3,137.52651
5088536,K00282.01,CONFIRMED,27.50871575,5.9291,639.2,182.103494
6103377,K03004.01,CONFIRMED,20.0708757,6.354,405.7,136.9462
6677841,K01236.04,CONFIRMED,98.353149,24.708,423.0,217.883
