kepid,kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_time0bk
10797460,K00752.01,CONFIRMED,9.48803557,2.9575,615.8,170.53875
10797460,K00752.02,CONFIRMED,54.4183827,4.507,874.8,162.51384
10811496,K00753.01,CANDIDATE,19.89913995,1.7822,10829.0,175.850252
10848459,K00754.01,FALSE POSITIVE,1.736952453,2.40641,8079.2,170.307565
10854555,K00755.01,CONFIRMED,2.525591777,1.6545,603.3,171.59555
10872983,K00756.01,CONFIRMED,11.09432054,4.5945,1517.5,171.20116
10872983,K00756.02,CONFIRMED,4.13443512,3.1402,686.0,172.97937
10872983,K00756.03,CONFIRMED,2.56658897,2.429,226.5,179.55437
6721123,K00114.01,FALSE POSITIVE,7.36178958,5.022,233.7,132.25053
10910878,K00757.01,CONFIRMED,16.06864674,3.5347,4914.3,173.621937
11446443,K00001.01,CONFIRMED,2.470613377,1.74319,14230.9,122.763305
10666592,K00002.01,CONFIRMED,2.204735417,3.88864,6674.7,121.3585417
6922244,K00010.01,CONFIRMED,3.522498429,3.19843,9145.7,121.1194228
10984090,K00112.02,CONFIRMED,3.709214104,2.6302,131.1,133.98318
10419211,K00742.01,FALSE POSITIVE,11.521446064,3.6399,17984.3,170.839688
10464078,K00743.01,FALSE POSITIVE,19.40393776,12.2155,8918.7,172.484253
10480982,K00744.01,FALSE POSITIVE,19.221388942,4.79843,74284.0,184.5521637
10485250,K00745.01,FALSE POSITIVE,16.46983774,9.4378,10478.9,180.881761
10526549,K00746.01,CONFIRMED,9.27358173,3.2875,1288.3,173.258155
10583066,K00747.01,CONFIRMED,6.02930329,1.5821,1912.7,171.602959
10583180,K00748.01,FALSE POSITIVE,2.696370652,3.6129,397.9,170.73769
10601284,K00749.01,CONFIRMED,5.349553819,3.0278,831.0,171.80694
10601284,K00749.02,CONFIRMED,3.94105221,2.5984,363.3,136.08662
10601284,K00749.03,CONFIRMED,8.10904807,3.596,217.4,132.8031
2306756,K00113.01,FALSE POSITIVE,386.6030528,6.8057,24926.6,166.342079
10662202,K00750.01,CONFIRMED,21.67699193,3.4555,857.2,171.53594
10682541,K00751.01,CONFIRMED,4.99677968,2.1717,934.7,171.74208
11460018,K00769.01,CONFIRMED,4.280963604,2.875,750.8,171.89659
11463211,K00770.01,FALSE POSITIVE,1.50635409,1.5155,2211.7,170.998064
11465813,K00771.01,FALSE POSITIVE,670.645531,53.412,18090.6,209.04355
11493732,K00772.01,FALSE POSITIVE,61.2563628,7.633,5123.3,173.83826
11507101,K00773.01,CONFIRMED,38.3775486,5.588,724.2,172.82048
10910878,K00757.02,CONFIRMED,41.19725502,4.6297,2213.9,165.00404
10910878,K00757.03,CONFIRMED,6.252962249,2.5819,1036.9,171.30126
10987985,K00758.01,CONFIRMED,16.01308419,3.2554,1121.9,176.3608
11018648,K00759.01,CONFIRMED,32.62876672,4.7971,1804.8,194.1019
11018648,K00759.02,CONFIRMED,91.7732862,6.473,652.0,193.8378
11138155,K00760.01,CONFIRMED,4.959319244,2.22739,9802.0,172.2585292
11152159,K00761.01,FALSE POSITIVE,2.701287801,3.3827,860.4,170.69579
11153539,K00762.01,CONFIRMED,4.49876511,3.7362,460.0,171.34905
11242721,K00763.01,FALSE POSITIVE,19.651209505,5.2514,11766.3,179.401981
9579641,K00115.01,CONFIRMED,5.412203927,2.9472,601.6,133.143089
11304958,K00764.01,CONFIRMED,41.43958662,10.5989,2793.1,208.93203
11391957,K00765.01,CONFIRMED,8.35389523,2.2514,1041.6,171.63257
11403044,K00766.01,CONFIRMED,4.125543472,3.1744,1487.3,169.752585
11414511,K00767.01,CONFIRMED,2.816504904,2.50587,16813.7,170.9676846
11442465,K00768.01,FALSE POSITIVE,33.93373447,14.561,8503.7,186.67608
12110942,K00786.01,CONFIRMED,3.689920099,2.6557,426.7,170.36571
12366084,K00787.01,CONFIRMED,4.431238488,3.15,1010.9,171.015
12366084,K00787.02,CONFIRMED,11.37936986,2.6255,1023.5,133.84992
12404086,K00788.01,CONFIRMED,26.39432897,3.573,1510.9,176.05459
8395660,K00116.01,CONFIRMED,13.57078281,3.3539,511.7,136.279194
9579641,K00115.02,CONFIRMED,7.12594387,3.0014,192.4,139.00492
11656840,K00774.01,FALSE POSITIVE,7.442652004,2.3078,24446.2,169.9717797
11754553,K00775.01,CONFIRMED,16.38489988,3.0249,1127.1,172.72782
11754553,K00775.02,CONFIRMED,7.8774163,2.0805,1306.1,176.3759
11754553,K00775.03,CONFIRMED,36.4454001,4.007,1122.3,151.60125
11812062,K00776.01,CONFIRMED,3.728732147,2.683,5226.5,171.793255
11818800,K00777.01,CANDIDATE,40.4195037,3.362,6256.0,173.56469
11853255,K00778.01,CONFIRMED,2.243380573,1.1196,821.7,170.679233
11909839,K00779.01,FALSE POSITIVE,10.405998015,6.5036,14488.8,177.197466
11918099,K00780.01,CONFIRMED,2.337437946,1.9982,971.2,171.761982
11918099,K00780.02,CANDIDATE,7.2406612,0.558,556.4,137.75545
9579641,K00115.03,CANDIDATE,3.43591631,3.133,23.2,132.6624
11923270,K00781.01,CONFIRMED,11.59822233,2.5237,2804.5,180.395376
11960862,K00782.01,CONFIRMED,6.575315881,4.3084,2793.3,173.634044
12020329,K00783.01,CONFIRMED,7.275040844,7.5377,3001.0,169.994217
12066335,K00784.01,CONFIRMED,19.27153892,2.7594,1219.8,186.77093
12066335,K00784.02,CONFIRMED,10.06524317,1.369,1053.3,136.28906
12070811,K00785.01,CONFIRMED,12.3935651,3.8896,916.6,178.74725
8395660,K00116.02,CONFIRMED,43.84439721,6.802,615.2,151.93538
3120431,K00798.01,FALSE POSITIVE,3.341913228,3.813,725.3,171.63943
3246984,K00799.01,FALSE POSITIVE,1.626630225,2.1145,1620.6,169.820171
3342970,K00800.01,CONFIRMED,2.711504086,3.0099,837.5,170.03417
3342970,K00800.02,CONFIRMED,7.21203748,4.0491,950.4,172.81782
12459725,K00789.01,FALSE POSITIVE,14.1798187,2.505,459.9,171.50237
12470844,K00790.01,CONFIRMED,8.47237911,2.7245,1123.5,174.16212
12470844,K00790.02,CONFIRMED,60.4189369,5.039,931.3,181.16367
12644822,K00791.01,CONFIRMED,12.611904345,5.1497,6105.6,180.892284
2440757,K00792.01,FALSE POSITIVE,1.433769925,1.8868,1976.3,170.403536
2445129,K00793.01,FALSE POSITIVE,10.31872301,3.836,871.7,173.31543
2713049,K00794.01,CONFIRMED,2.539183147,2.4282,382.1,169.67494
3114167,K00795.01,CONFIRMED,6.770300385,2.0844,1304.0,170.57662
3114661,K00796.01,FALSE POSITIVE,0.444291966,2.0792,10967.4,169.865406
3115833,K00797.01,CANDIDATE,10.181584004,3.5089,5741.1,177.141891
4139816,K00812.02,CONFIRMED,20.06036336,3.3203,1494.7,147.46554
4139816,K00812.03,CONFIRMED,46.1842039,4.758,1394.7,165.23729
8395660,K00116.04,CONFIRMED,23.9800854,5.351,104.0,147.537
4139816,K00812.04,CONFIRMED,7.82502168,2.186,520.8,136.54995
4275191,K00813.01,CONFIRMED,3.895936525,2.3111,8544.8,170.527552
4476123,K00814.01,CONFIRMED,22.36646466,5.228,986.8,175.45862
3351888,K00801.01,CONFIRMED,1.625522174,2.38963,7969.0,170.8266564
3453214,K00802.01,CANDIDATE,19.620346923,2.0038,21724.6,181.881819
3554600,K00803.01,FALSE POSITIVE,7.544039,6.222,322.6,171.7982
3641726,K00804.01,CONFIRMED,9.02930689,3.1449,1019.8,177.20422
3734868,K00805.01,FALSE POSITIVE,10.328035714,7.7915,16917.7,174.581054
3832474,K00806.01,CONFIRMED,143.2063047,8.9302,10565.7,154.23552
8395660,K00116.03,CONFIRMED,6.164876,3.262,55.8,135.63916
3832474,K00806.02,CONFIRMED,60.32494216,6.6188,20280.4,243.892578
3832474,K00806.03,CONFIRMED,29.1598615,4.803,488.0,150.69922
3836375,K00807.01,FALSE POSITIVE,1.540397253,2.1541,816.1,170.50479
3838486,K00808.01,FALSE POSITIVE,2.99025443,5.414,589.2,171.9834
3935914,K00809.01,CONFIRMED,1.594745374,1.9604,15044.5,170.6483505
3940418,K00810.01,CONFIRMED,4.783002698,2.335,1008.7,170.508434
4049131,K00811.01,CONFIRMED,20.50588921,4.0595,2105.5,181.43428
4139816,K00812.01,CONFIRMED,3.340218842,1.9104,1632.6,171.979062
5287983,K00828.01,FALSE POSITIVE,2.507089906,2.0067,1339.2,171.002455
5358241,K00829.01,CONFIRMED,18.64932728,4.4056,893.6,174.771
10875245,K00117.02,CONFIRMED,4.90144976,4.1654,140.7,138.60548
5358241,K00829.02,CONFIRMED,9.75192101,4.793,418.0,138.78608
5358241,K00829.03,CONFIRMED,38.5576546,5.794,993.0,163.85063
5358624,K00830.01,CONFIRMED,3.525632539,2.59959,22335.0,170.0479951
4544670,K00815.01,CANDIDATE,34.84398644,2.9315,4523.6,172.633252
4664847,K00816.01,CONFIRMED,7.748094239,3.5957,2472.1,174.997206
4725681,K00817.01,CONFIRMED,23.96793669,3.827,1182.3,186.22182
4725681,K00817.02,CONFIRMED,8.29561738,1.3421,824.3,135.79284
4913852,K00818.01,CONFIRMED,8.11437482,2.2736,1558.0,176.33968
4932348,K00819.01,FALSE POSITIVE,38.036729482,4.34617,82871.6,196.934947
4936180,K00820.01,CANDIDATE,4.64090031,35.512,2450.6,173.64638
11913073,K00011.01,FALSE POSITIVE,3.747838198,5.0642,616.0,171.66504
10875245,K00117.01,CONFIRMED,14.74914825,6.0995,430.2,138.77799
5021899,K00821.01,CONFIRMED,21.81295996,4.3791,1175.4,174.01085
5077629,K00822.01,FALSE POSITIVE,7.91936937,3.3148,15148.1,172.181092
5115978,K00823.01,CANDIDATE,1.028436523,1.8606,8098.0,170.228582
5164255,K00824.01,CONFIRMED,15.37562369,3.3169,15337.0,173.61402
5252423,K00825.01,CONFIRMED,8.10363271,3.161,887.9,176.9486
5252423,K00825.02,CONFIRMED,4.71510843,2.506,417.5,134.96178
5272878,K00826.01,CONFIRMED,6.365839713,2.9721,780.7,171.13575
5283542,K00827.01,FALSE POSITIVE,5.97581754,3.065,962.4,174.77602
5649215,K00839.01,FALSE POSITIVE,2.446737317,4.7211,1177.9,170.66951
5651104,K00840.01,CONFIRMED,3.04033046,1.8411,10858.8,169.9490106
5792202,K00841.01,CONFIRMED,15.33528675,3.897,3081.4,174.00278
10875245,K00117.04,CONFIRMED,7.95825328,4.377,50.0,137.80219
5792202,K00841.02,CONFIRMED,31.33046135,5.176,5073.8,153.43031
5370302,K00831.01,FALSE POSITIVE,3.9043425,3.831,16228.4,173.393734
5372966,K00832.01,FALSE POSITIVE,9.286358079,3.49949,44791.4,171.8214689
5376067,K00833.01,FALSE POSITIVE,3.951405455,2.1862,2453.9,173.276125
5436502,K00834.01,CONFIRMED,23.65369415,8.2183,3341.8,171.376107
5436502,K00834.02,CONFIRMED,13.23352214,6.7372,504.6,140.32196
5436502,K00834.03,CONFIRMED,6.15560285,4.9843,285.0,134.81656
5436502,K00834.04,CONFIRMED,2.090811305,3.388,115.9,134.17462
10875245,K00117.03,CONFIRMED,3.180027898,3.5797,120.3,133.49863
5436502,K00834.05,CONFIRMED,50.4467417,7.159,370.3,178.5014
5456651,K00835.01,CONFIRMED,11.76307164,2.9076,1037.3,180.93613
5456651,K00835.02,CONFIRMED,56.2279271,3.57,862.7,132.29259
5481416,K00836.01,FALSE POSITIVE,2.384052875,3.0918,1268.1,171.58362
5531576,K00837.01,CONFIRMED,7.953547,2.6312,875.4,174.66224
5531576,K00837.02,CONFIRMED,4.14451656,2.3421,391.8,135.92831
5534814,K00838.01,FALSE POSITIVE,4.859386384,2.2757,6044.3,173.011469
6291653,K00850.01,CONFIRMED,10.526294577,2.5211,9768.0,176.522462
6392727,K00851.01,CONFIRMED,4.583520948,2.7055,3812.1,169.973972
6422070,K00852.01,CONFIRMED,3.76181843,3.5176,510.6,171.90364
6428700,K00853.01,CONFIRMED,8.20396958,2.9667,1024.4,169.69138
6428700,K00853.02,CONFIRMED,14.49645186,4.016,647.5,143.41659
5792202,K00841.03,CONFIRMED,6.54626149,2.75,655.9,133.85964
5794379,K00842.01,CONFIRMED,12.71809866,3.0957,1149.4,175.35526
5794379,K00842.02,CONFIRMED,36.06588163,4.3246,1563.8,198.58423
5881688,K00843.01,CONFIRMED,4.190425659,2.8589,2877.4,171.44122
6022556,K00844.01,CONFIRMED,3.709870784,3.0694,2020.3,171.987982
6032497,K00845.01,CONFIRMED,16.3297527,6.271,1187.5,177.29506
6061119,K00846.01,CONFIRMED,27.807566216,4.21587,25391.1,186.713552
6191521,K00847.01,CONFIRMED,80.8723469,11.195,3604.6,203.895
6267425,K00848.01,FALSE POSITIVE,3.166465862,2.9381,4357.2,172.002627
3531558,K00118.01,CONFIRMED,24.99324319,5.9409,269.6,138.68167
6276477,K00849.01,CONFIRMED,10.35533116,3.1775,750.6,170.93729
6863998,K00867.01,CONFIRMED,16.08518937,3.984,1442.4,180.28319
6867155,K00868.01,CANDIDATE,235.9986399,8.2284,20714.6,208.399822
6948054,K00869.01,CONFIRMED,7.49018305,2.7297,1123.6,174.95037
6948054,K00869.02,CONFIRMED,36.2761238,4.7865,1572.6,201.2869
6948054,K00869.03,CONFIRMED,17.46087931,2.2641,812.4,137.26594
6435936,K00854.01,CONFIRMED,56.0560754,4.685,1626.0,201.16578
6522242,K00855.01,CONFIRMED,41.408316686,5.0264,22838.9,195.78745
6526710,K00856.01,CANDIDATE,39.74893077,7.3051,15178.9,172.854644
6587280,K00857.01,CONFIRMED,5.715425977,2.5242,908.1,174.87931
9471974,K00119.01,CONFIRMED,49.18394185,11.3364,1646.2,141.911924
6587280,K00857.02,CONFIRMED,20.0261412,1.611,421.2,146.91109
6599919,K00858.01,CANDIDATE,13.61014819,2.594,5732.9,173.987319
6675056,K00859.01,FALSE POSITIVE,10.44331991,2.743,1159.8,175.4046
6685526,K00861.01,CONFIRMED,2.237489571,1.8119,315.8,170.81914
6756669,K00862.01,FALSE POSITIVE,5.851520671,3.11058,33003.6,173.8228336
6784235,K00863.01,CONFIRMED,3.167893418,2.1814,781.2,172.147959
6849310,K00864.01,CONFIRMED,4.311780262,2.7251,1154.0,173.576483
6849310,K00864.02,CONFIRMED,20.0504494,4.556,840.9,188.08821
6849310,K00864.03,CONFIRMED,9.76734503,1.6585,569.1,186.57718
6862328,K00865.01,CANDIDATE,119.0207044,8.1405,7430.5,222.236492
9471974,K00119.02,CONFIRMED,190.3200468,15.284,1141.7,312.68498
6862603,K00866.01,FALSE POSITIVE,2.861159894,1.8832,1014.3,171.648106
7366258,K00880.01,CONFIRMED,26.44439337,3.9783,1843.5,194.12074
7366258,K00880.02,CONFIRMED,51.53997972,6.3994,3644.3,174.055011
7366258,K00880.03,CONFIRMED,5.902245782,2.9003,702.3,136.78393
7366258,K00880.04,CONFIRMED,2.382951591,1.8876,391.6,135.080841
7373451,K00881.01,CONFIRMED,21.02250608,4.1072,1772.5,207.67593
6948054,K00869.04,CONFIRMED,3.219814777,2.0642,488.2,133.00406
6949607,K00870.01,CONFIRMED,5.912273234,2.3254,961.4,172.184012
6949607,K00870.02,CONFIRMED,8.98581901,2.8606,881.3,175.68418
7031517,K00871.01,CANDIDATE,12.940668656,2.4845,42450.0,179.423014
11869052,K00120.01,FALSE POSITIVE,20.5452375,2.517,218.5,137.91394
7109675,K00872.01,CONFIRMED,33.60123371,4.4056,7425.9,186.680343
7109675,K00872.02,CONFIRMED,6.76652928,2.9004,450.7,138.0637
7118364,K00873.01,CONFIRMED,4.347288783,2.1024,451.6,172.23343
7134976,K00874.01,CONFIRMED,4.601811819,2.2607,755.9,169.98108
7134976,K00874.02,CONFIRMED,11.18719905,3.252,353.6,137.17814
7135852,K00875.01,CONFIRMED,4.220965778,3.0854,2260.0,170.622433
7270230,K00876.01,FALSE POSITIVE,6.998099523,2.0488,20285.0,171.898913
7287995,K00877.01,CONFIRMED,5.95489993,2.3892,1410.7,170.955871
7287995,K00877.02,CONFIRMED,12.03987488,2.7363,1250.6,181.22536
7287995,K00877.03,CONFIRMED,20.83762895,2.3734,439.0,132.08488
3247396,K00121.01,FALSE POSITIVE,8.8111022,5.0683,401.1,136.4568
7303253,K00878.01,CONFIRMED,23.58917143,5.073,1200.7,173.81994
5094751,K00123.01,CONFIRMED,6.481633073,3.784,298.5,122.977657
7678434,K00892.01,CONFIRMED,10.37168928,3.035,1254.9,172.61729
7678434,K00892.02,CONFIRMED,3.96996298,1.1757,299.2,137.75447
7685981,K00893.01,CONFIRMED,4.40841331,5.012,549.4,172.18582
7708215,K00894.01,FALSE POSITIVE,7.9426176,6.703,1590.7,174.52563
7373451,K00881.02,CONFIRMED,226.8904775,7.558,3136.4,207.35971
7377033,K00882.01,FALSE POSITIVE,1.956811408,2.1958,24905.0,170.694208
7380537,K00883.01,CANDIDATE,2.688899233,2.11275,37491.6,170.1020904
7434875,K00884.01,CONFIRMED,9.439459486,2.8979,3036.1,177.186096
8349582,K00122.01,CONFIRMED,11.523067458,3.8757,507.3,131.969055
7434875,K00884.02,CONFIRMED,20.47748843,2.8364,1382.4,178.66786
7434875,K00884.03,CONFIRMED,3.336123113,1.9616,516.3,135.31623
7455287,K00886.01,CONFIRMED,8.01078456,2.312,1333.6,170.20739
7455287,K00886.02,CONFIRMED,12.07134205,4.3224,759.2,143.45948
7455287,K00886.03,CONFIRMED,20.99587872,2.6333,767.3,152.31554
7458762,K00887.01,CONFIRMED,7.41113177,2.5242,620.5,175.34754
7552344,K00888.01,FALSE POSITIVE,1.000747038,0.9967,1823.5,169.974229
757450,K00889.01,CONFIRMED,8.884922995,2.07004,16053.4,169.991686
7585481,K00890.01,CONFIRMED,8.09888906,4.20241,6911.1,176.623731
7663691,K00891.01,CONFIRMED,10.00653012,5.344,936.1,176.96898
5812701,K00012.01,CONFIRMED,17.855221681,7.41287,9065.2,146.596466
8013419,K00901.01,CANDIDATE,12.732624065,2.2083,6465.7,176.939054
8018547,K00902.01,CANDIDATE,83.92494032,6.7904,7958.7,236.76334
8039892,K00903.01,CONFIRMED,5.007316661,4.2362,6932.3,173.433997
8150320,K00904.01,CONFIRMED,2.211116989,1.6485,724.2,170.150139
8150320,K00904.02,CONFIRMED,27.9541337,3.95,942.5,178.73791
11086270,K00124.01,CONFIRMED,12.69104387,3.7727,252.1,137.12594
7767559,K00895.01,FALSE POSITIVE,4.409409243,3.8636,12861.0,171.89433
7825899,K00896.01,CONFIRMED,16.23947096,4.0374,2590.7,175.569907
7825899,K00896.02,CONFIRMED,6.308201629,2.9785,1328.5,174.047661
7849854,K00897.01,CONFIRMED,2.052349884,2.0778,14280.6,169.890622
7870390,K00898.01,CONFIRMED,9.7704486,2.4517,1897.8,175.71372
7870390,K00898.02,CONFIRMED,5.169804269,2.153,1037.4,172.63153
5094751,K00123.02,CONFIRMED,21.22261195,6.5093,366.0,137.57403
7870390,K00898.03,CONFIRMED,20.09017037,4.154,1432.1,147.97788
7907423,K00899.01,CONFIRMED,7.11373257,2.1764,807.6,174.32351
7907423,K00899.02,CONFIRMED,3.306551643,1.8177,509.2,134.37211
7907423,K00899.03,CONFIRMED,15.36845737,2.4714,756.1,147.38965
7938496,K00900.01,CONFIRMED,13.81020318,3.048,1309.7,172.33533
8490993,K00911.01,CONFIRMED,4.093578461,2.5833,538.6,171.00954
8490993,K00911.02,CONFIRMED,105.145959,8.593,685.4,178.367
8505670,K00912.01,CONFIRMED,10.8484518,2.9993,1675.6,171.80584
8505670,K00912.02,CONFIRMED,6.66833241,1.915,362.3,137.43988
8544996,K00913.01,CONFIRMED,4.082274889,3.23015,17859.2,169.6375652
8552202,K00914.01,CANDIDATE,3.886655224,3.1646,581.6,169.73814
8150320,K00904.03,CONFIRMED,42.1406089,5.083,895.5,139.0604
8150320,K00904.04,CONFIRMED,4.617490562,2.2618,575.8,135.04909
8150320,K00904.05,CONFIRMED,10.19849255,2.4283,634.1,137.92067
8180063,K00905.01,FALSE POSITIVE,5.795063956,3.2496,1692.9,172.697467
8226994,K00906.01,CONFIRMED,7.15681552,2.5882,867.0,174.13511
8226994,K00906.02,CONFIRMED,17.64830851,2.0873,763.3,133.54533
8226994,K00906.03,CONFIRMED,4.14810719,2.535,175.2,133.3881
8247638,K00907.01,CONFIRMED,16.51410989,4.1575,973.5,176.11686
8247638,K00907.02,CONFIRMED,30.1329298,5.172,1015.8,190.38336
8247638,K00907.03,CONFIRMED,4.79090809,2.603,251.3,136.31106
11086270,K00124.02,CONFIRMED,31.71981013,4.819,363.4,142.82083
8247638,K00907.04,CONFIRMED,99.6415962,4.448,952.5,198.68664
8255887,K00908.01,CONFIRMED,4.708326451,3.16114,7912.7,171.446507
8256049,K00909.01,FALSE POSITIVE,16.37198661,3.8449,4147.6,172.75926
8414716,K00910.01,CONFIRMED,5.392026903,2.9804,1151.4,171.72707
9140402,K00928.01,CANDIDATE,2.494170338,1.1221,863.7,170.852848
9141746,K00929.01,CONFIRMED,6.491682808,4.301,7163.3,174.633553
9159275,K00930.01,FALSE POSITIVE,3.044770796,10.0134,1695.0,172.01916
9166862,K00931.01,CONFIRMED,3.855603916,3.2179,16652.7,170.6787843
9166870,K00932.01,FALSE POSITIVE,3.855599139,3.183,1030.9,170.67957
11449844,K00125.01,CONFIRMED,38.47876629,5.04169,23530.0,151.852812
8605074,K00915.01,FALSE POSITIVE,37.601661282,8.30604,59130.1,194.713383
8628973,K00916.01,CONFIRMED,3.314947362,1.8007,1398.2,171.313058
8655354,K00917.01,FALSE POSITIVE,6.71969089,3.0231,969.7,173.35776
8672910,K00918.01,CONFIRMED,39.6431552,6.5292,15663.8,206.596798
8686150,K00919.01,FALSE POSITIVE,51.42598578,16.9422,66067.7,173.535933
8689031,K00920.01,CONFIRMED,21.80451611,3.4097,1144.9,190.49737
8689373,K00921.01,CONFIRMED,10.28194593,3.4366,1110.7,175.33988
8689373,K00921.02,CONFIRMED,18.11993039,4.2309,1506.9,182.61535
8689373,K00921.03,CONFIRMED,3.78402867,1.9012,426.1,133.28133
8826878,K00922.01,CONFIRMED,5.15448142,3.228,697.5,171.6389
5897826,K00126.01,FALSE POSITIVE,33.80364366,11.4813,13494.4,202.259731
8883593,K00923.01,CONFIRMED,5.743469797,3.4412,1240.2,174.898924
8951215,K00924.01,CANDIDATE,39.4759093,2.968,1012.6,173.31207
9016295,K00925.01,FALSE POSITIVE,19.974485239,4.23479,40293.1,171.6300909
9077124,K00926.01,CONFIRMED,3.166353562,3.3129,1473.4,170.966145
9097120,K00927.01,FALSE POSITIVE,23.899634407,3.81881,20953.1,188.982797
9466668,K00939.01,CONFIRMED,3.388012244,2.6849,280.1,170.5336
9466668,K00939.02,CONFIRMED,5.83909761,3.1915,273.6,132.09261
9466668,K00939.03,CONFIRMED,1.620467654,2.1888,159.6,132.06388
9466668,K00939.04,CONFIRMED,10.6816951,3.605,307.8,131.55082
9479273,K00940.01,CONFIRMED,6.104849417,4.6912,2090.3,169.573477
8359498,K00127.01,CONFIRMED,3.578780566,2.91089,11382.2,134.0304187
9171801,K00933.01,FALSE POSITIVE,3.187067566,3.119,1037.4,171.64976
9334289,K00934.01,CONFIRMED,5.826657508,2.9183,1539.1,173.011411
9334289,K00934.02,CONFIRMED,12.41216347,3.739,611.3,142.54039
9334289,K00934.03,CONFIRMED,18.74649011,3.895,796.8,147.13074
9347899,K00935.01,CONFIRMED,20.86021229,5.1937,1910.5,180.017757
9347899,K00935.02,CONFIRMED,42.63427848,6.1998,1719.3,141.16954
9347899,K00935.03,CONFIRMED,87.6476068,8.871,1009.6,134.94222
9347899,K00935.04,CANDIDATE,9.61731426,3.8692,234.0,142.47479
9388479,K00936.01,CONFIRMED,9.467821474,2.4327,2237.0,178.415842
9388479,K00936.02,CONFIRMED,0.893040969,1.0981,741.7,134.540342
11359879,K00128.01,CONFIRMED,4.942783419,3.25346,11144.7,136.3294353
9406990,K00937.01,CONFIRMED,20.83426731,4.0454,988.4,176.58569
9415172,K00938.01,CONFIRMED,9.94602357,3.3862,994.5,171.70192
9415172,K00938.02,CONFIRMED,1.04562195,1.8955,213.0,133.91912
9415172,K00938.03,CONFIRMED,5.71462396,2.336,297.8,132.63866
9904059,K00145.01,FALSE POSITIVE,102.9641952,15.735,1896.7,158.07473
3231341,K01102.02,CONFIRMED,8.14515981,5.073,446.8,140.56811
3231341,K01102.03,CONFIRMED,18.9985279,4.529,430.7,144.74157
3231341,K01102.04,CONFIRMED,4.24439049,3.282,174.0,137.06643
2860866,K01103.01,CANDIDATE,90.1240507,11.649,3020.3,356.23415
7626506,K00150.02,CONFIRMED,28.5742692,4.9427,824.9,143.8315
10460629,K01168.01,CANDIDATE,856.672115,23.144,858.1,228.44988
10319385,K01169.01,CANDIDATE,0.689210173,1.6169,195.0,133.28584
10482160,K01170.01,CONFIRMED,7.34373964,1.1784,574.4,137.29874
10485069,K01171.01,FALSE POSITIVE,0.445277068,3.539,186.7,133.52312
3233043,K00966.01,FALSE POSITIVE,0.379463865,0.86896,1973.3,170.2480164
6579806,K00967.01,FALSE POSITIVE,9.88047978,2.78458,18541.0,173.608672
3560301,K00968.01,FALSE POSITIVE,4.6484156,38.1939,128.4,261.09395
4044005,K00969.01,FALSE POSITIVE,17.512014768,1.8248,4511.7,174.282592
11502218,K00970.01,CANDIDATE,3.9886021,1.7376,673.5,171.01852
11180361,K00971.01,CANDIDATE,0.533059312,1.8621,1495.8,171.2274419
5802246,K01044.01,FALSE POSITIVE,0.525154153,2.1441,747.5,133.744359
6066403,K01045.01,FALSE POSITIVE,1.303861044,4.0541,598.2,134.212059
6209637,K01046.01,FALSE POSITIVE,0.73452496,6.7,,133.43108
5988031,K01047.01,FALSE POSITIVE,2.55549176,9.083,113.8,134.50078
7684873,K00014.01,FALSE POSITIVE,2.947376671,2.0911,433.2,171.522978
8559644,K00139.01,CONFIRMED,224.7789355,11.1899,3487.5,142.095338
2851100,K01104.01,FALSE POSITIVE,0.890110752,0.8774,321.5,133.2647
3130300,K01105.01,FALSE POSITIVE,5.76573396,2.924,248.0,133.30941
3240158,K01106.01,CONFIRMED,7.42608123,3.6379,443.3,139.90039
3240158,K01106.02,CONFIRMED,15.9868932,4.158,178.5,137.5964
3228959,K01107.01,FALSE POSITIVE,0.73094589,4.32,250.2,133.68876
3218908,K01108.01,CONFIRMED,18.92537246,3.9835,640.9,149.49558
10341913,K01172.01,FALSE POSITIVE,0.933749106,4.256,186.2,134.31831
10480921,K01173.01,FALSE POSITIVE,2.037440623,3.442,118.6,133.59962
10287723,K01174.01,CANDIDATE,129995.7784,9.408,1474.9,393.59962
10350571,K01175.01,CONFIRMED,31.5925809,13.566,145.1,142.9649
10350571,K01175.02,CONFIRMED,17.157236,11.284,110.4,133.68951
3749365,K01176.01,CONFIRMED,1.97376085,1.82542,30222.4,178.6894194
11013201,K00972.01,CONFIRMED,13.118962443,4.3045,372.2,261.539434
11673674,K00133.01,FALSE POSITIVE,4.618767792,5.9957,4399.1,133.386535
11013201,K00972.02,CANDIDATE,7.82187328,3.8417,42.2,123.49907
9414417,K00974.01,CANDIDATE,53.5057611,10.5616,195.6,172.98304
3632418,K00975.01,CONFIRMED,2.785821236,3.5599,68.9,260.83731
3441784,K00976.01,FALSE POSITIVE,52.56901867,6.7507,26900.0,184.971267
5820218,K01048.01,FALSE POSITIVE,3.411758679,3.158,570.6,133.18086
5876368,K01049.01,FALSE POSITIVE,0.525426427,1.0801,324.6,133.187901
5809890,K01050.01,CONFIRMED,1.269091415,1.4647,340.9,133.343682
5809890,K01050.02,CONFIRMED,2.853133997,1.465,277.1,133.79678
6131236,K01051.01,CONFIRMED,6.79685353,3.1702,393.1,138.11324
9048161,K00146.01,FALSE POSITIVE,8.667822346,4.9658,2121.9,137.341841
