kepid,period
8210721,22.672816
8211605,20.979525
8211618,0.337444
8211824,0.841126
8218274,1.187353
8219268,6.24673
8222813,8.704212
8222945,0.451123
8223328,35.516279
8223655,280.157781
8229048,5.478953
8230809,4.078347
8230815,0.345219
8231231,0.71161
8231877,2.615528
8234477,4.028672
8240109,2.301188
8240861,0.8985
8241079,10.919117
8241252,0.354044
8242350,6.993556
8242493,0.283286
8242681,4.020629
8243263,3.518553
8244173,2.184132
8245326,0.330767
8246781,185.023
8248812,0.685366
8257407,89.698158
8257903,0.515065
8262223,1.613015
8263746,10.993836
8263752,10.993802
8263940,0.515495
8264097,2.89747
8264510,5.686759
8264534,1.415798
8265951,0.779957
8279765,2.757794
8280135,0.286885
8285254,7.535896
8285349,0.66711
8285970,0.562488
8288404,519.798906
8288719,1.510097
8288741,0.219766
8294484,1.012739
8296467,10.303356
8298344,0.302875
8299947,5.3656
8301013,4.428059
8302455,4.883976
8308347,164.949863
8309175,0.299591
8311255,0.579116
8312222,12.823276
8314801,37.183278
8314879,0.87776
8316503,5.06533
8322564,22.258846
8323764,6.714245
8328376,4.345967
8330092,0.321724
8330575,1.914158
8332986,302.39
8345358,9.380633
8356054,17.081231
8358008,10.064689
8360184,0.484545
8364119,7.73591
8364969,22.571957
8365739,2.389292
8367007,0.251616
8374499,5.251918
8374580,176.242786
8378656,3.62944
8378922,43.263306
8379547,6.042039
8380743,2.03772
8381592,5.78418
8382182,1.258714
8386048,0.817422
8386198,2.581109
8386865,1.258041
8386982,72.25959
8394040,0.302127
8397460,1.418957
8397675,0.553259
8409588,1.360837
8410637,408.32
8411947,1.797675
8414159,11.931133
8414914,100.3025
8415863,27.533799
8428136,0.468144
8429415,1.352575
8429450,2.705143
8429817,6.263495
8430105,63.327106
8430210,1.975459
8431389,0.351093
8432040,5.327758
8432859,0.35117
8435232,49.568282
8435247,0.69613
8443179,574.729576
8444552,1.1781
8445775,26.508271
8452840,1.20116
8453191,11.553531
8453324,2.524544
8454250,5.08287
8455359,2.963678
8456774,2.88634
8456998,7.531511
8458207,3.530162
8459354,53.557318
8460600,6.352087
8474892,199.44
8479107,0.767577
8479386,11.720756
8480642,31.591222
8481574,0.326865
8488876,5.801881
8491745,111.319929
8494410,208.867689
8495415,2.237218
8496820,0.436967
8504570,4.007705
8506766,48.937411
8507073,209.063001
8508485,12.595796
8509346,6.099033
8509781,70.335881
8523194,0.878533
8539720,0.744499
8539850,0.642104
8543278,7.5493
8545456,0.315204
8548416,1.163648
8552540,1.061934
8552719,88.407466
8553788,1.606163
8553907,42.032213
8554005,0.608341
8554498,4.780321
8555573,0.326362
8555795,0.234523
8559589,223.113048
8559863,22.470496
8560285,85.340879
8560840,31.973841
8560861,31.973233
8561192,2.742593
8563964,0.338436
8564672,0.434791
8565912,1.012174
8569819,20.849922
8572936,27.795808
8574270,15.12019
8579707,0.788592
8579812,0.661062
8580438,6.496033
8581658,3.481657
8587078,0.584147
8587792,0.368169
8589754,8.939381
8590527,0.73977
8590780,8.653893
8604993,6.570421
8605074,37.601622
8608310,0.950382
8608490,1.08281
8610483,48.799368
8616873,0.576079
8618226,5.882036
8620561,0.782047
8621026,4.059429
8621353,11.344351
8624520,10.240594
8624778,0.276262
8625469,0.302246
8625821,45.396143
8626039,0.282891
8631160,161.965015
8647309,1.022037
8652599,1.360993
8654097,3.04159
8668810,313.1
8669092,1.000831
8677949,0.284951
8678664,15.4204
8682849,0.352555
8685306,0.808082
8686150,51.42589
8687088,0.905031
8688110,374.546
8690001,19.359272
8690104,0.408774
8694926,0.371486
8695779,10.238939
8696274,0.391487
8696327,0.879229
8696442,12.360553
8700506,43.797795
8700558,4.791815
8701327,8.508841
8702921,19.384383
8703129,253.362327
8703528,0.399875
8703887,14.17098
8707639,7.785196
8711548,18.778161
8715667,0.405708
8719324,10.232698
8719419,12.625336
8719897,3.151425
8733497,76.819898
8736072,0.477632
8736245,5.069482
8738115,37.594266
8739802,0.274513
8742270,397.395497
8746310,6.855624
8758161,0.998218
8758716,0.107205
8760135,184.653553
8773948,33.469524
8780968,5.234487
8784288,3.655118
8800998,0.882815
8801343,2.739874
8803882,89.630216
8804824,0.457404
8816790,0.245856
8822555,0.852842
8823397,1.506504
8823666,0.432451
8823868,23.876136
8838070,43.362724
8841616,1.679585
8842170,0.349392
8845026,66.467539
8845221,5.403462
8846978,1.37906
8848104,0.824852
8848271,9.991665
8848288,5.566475
8868364,421.428343
8868649,4.447441
8868650,4.447382
8868907,157.324494
8869680,7.033951
8872737,0.459099
8878681,2.496333
8878719,0.364635
8879427,16.313285
8879915,3.442627
8891278,12.718709
8892720,61.491143
8892722,1.794378
8892910,10.810134
8893936,4.244481
8894630,1.084001
8904448,0.865983
8906039,2.347479
8906676,8.209514
8908102,5.414582
8912308,20.174443
8912468,0.094838
8912911,3.46356
8913061,1.019971
8934111,0.364518
8935352,10.9088
8937019,5.663652
8938628,6.862216
8939650,3.655321
8940961,3.16667
8948424,5.88884
8949316,0.604357
8953059,5.49994
8953257,3.221785
8953296,0.784295
8953426,5.331751
8956957,0.324382
8957887,0.347355
8957954,4.35985
8958670,2.425317
8971432,0.624387
8972908,4.200125
8973000,28.027873
8977179,3.196242
8977390,0.653261
8982501,0.414491
8982514,0.414491
8984706,10.1354
9001468,17.329966
9002076,0.481405
9002237,4.350088
9004380,0.250333
9005043,0.320238
9005854,3.780454
9007918,1.387207
9016295,19.974483
9016693,26.368027
9020289,0.384028
9020426,0.913393
9021397,0.426211
9024857,35.026594
9025914,11.320321
9026766,0.272128
9027841,0.504
9028024,3.857863
9028474,124.936579
9029486,6.277161
9030447,0.566698
9030509,0.401785
9030817,2.026223
9032671,0.249608
9032900,67.524223
9048145,8.667826
9051716,1.390816
9051723,0.403448
9053086,1.274841
9071104,0.385213
9071373,0.421769
9071386,4.693306
9075704,0.513152
9077796,0.23808
9083523,0.918421
9084778,0.592244
9085955,0.359248
9087918,0.445607
9091810,0.479721
9092303,2.577164
9094335,0.340759
9097120,23.899653
9097798,0.334065
9098590,2.243571
9098810,8.258182
9101279,1.811461
9101400,1.658037
9108058,2.174931
9108579,1.169628
9110213,0.337054
9110346,1.790553
9117416,20.034601
9119405,18.646323
9119652,2.216238
9137992,1.470045
9140402,2.494166
9142964,0.589253
9143254,2.275049
9145707,0.320771
9145846,0.29448
9149789,0.705023
9151763,438.051939
9151972,0.386796
9153621,305.819678
9159301,3.04477
9161428,0.302593
9163674,1.546289
9163796,121.006844
9164561,1.267038
9164694,1.111364
9164836,48.118819
9166862,3.855599
9172506,50.440314
9178185,2.992707
9179531,6.51078
9179806,0.280963
9180282,3.037601
9181877,0.32101
9205993,1.219737
9207508,2.015152
9210828,1.656413
9214712,265.300973
9214715,265.3
9220600,0.979163
9221398,13.78752
9228778,1.566594
9236858,2.537082
9237149,0.526344
9237533,1.868656
9237755,0.33167
9238207,0.231353
9239684,0.261816
9240664,10.784333
9243795,14.44313
9245929,0.308375
9246715,171.277697
9266285,5.61387
9268105,0.425694
9272276,0.280613
9274472,0.30209
9278021,3.359472
9278553,18.610095
9282687,1.680436
9283826,0.356524
9284741,20.729264
9285587,1.811948
9288175,0.260935
9288786,1.744102
9290838,0.363032
9291368,3.796471
9291629,20.686104
9291748,15.926994
9307423,0.558616
9328852,0.645852
9343862,1.123257
9344623,14.759479
9345163,0.245122
9345838,1.045874
9346253,34.064578
9346655,0.871621
9347868,0.31847
9350889,0.725948
9353182,10.476257
9353234,1.486527
9356753,0.592679
9357030,0.280442
9357275,1.588298
9365025,0.984304
9366988,1.21903
9388303,0.266703
9389122,0.34995
9392331,0.261762
9392682,0.892918
9392702,3.909314
9394601,0.876826
9402652,1.073104
9408183,49.683544
9408440,989.985
9411317,8.290501
9411943,3.844023
9412114,0.250252
9412462,10.18659
9414905,0.456526
9418619,6.150247
9418994,32.003801
9419603,1.052417
9426071,28.714204
9426970,1.771133
9446824,4.202335
9450883,0.363656
9451096,1.250391
9451127,5.117402
9451598,0.362349
9453192,0.718837
9466316,0.352535
9468296,5.748826
9468382,11.082489
9468384,11.082578
9470054,1.473228
9470175,0.303832
9472174,0.125765
9474222,13.691788
9474485,1.025163
9474969,21.570506
9475663,0.708027
9478836,0.254064
9479460,2.073883
9480516,1.429811
9480535,160.13411
9480977,0.871031
9481674,0.38886
9489411,6.688928
9489947,54.061315
9508052,0.279996
9508954,1.100646
9509207,14.19984
9512958,3.237151
9514070,0.607256
9517991,717.0
9519590,0.330894
9520700,4.273669
9527167,0.280895
9528420,4.708469
9528430,90.082517
9529733,4.809132
9529856,37.482225
9532123,8.215
9532219,0.198155
9532421,4.309126
9532591,0.358376
9533489,197.15
9533508,0.373537
9533706,0.284118
9535080,49.645296
9536053,0.472166
9540226,175.458827
9540450,2.154713
9541127,0.536651
9544350,2.259777
9549472,15.713791
9551200,0.711922
9552608,9.250621
9552668,2.387361
9569866,1.480323
9574614,0.982085
9576197,7.964434
9579192,12.083542
9579499,7.946715
9588822,71.76019
9592145,0.488867
9592575,2.637575
9592705,10.275301
9592855,1.219325
9593528,1.886628
9593759,2.494318
9596037,33.355613
9596089,20.83899
9596187,0.953317
9597095,2.74564
9597411,1.575632
9602542,1.463174
9602595,3.556508
9612468,0.133471
9613070,2.331853
9632895,27.322046
9634821,73.7579
9635529,4.70391
9636559,10.6367
9637239,0.773026
9637265,1.855453
9637299,1.882441
9639265,0.506353
9639491,0.344546
9640921,80.70617
9640985,2.178154
9641018,2.178155
9641031,2.178154
9641255,2.178148
9642018,0.505111
9644680,0.585941
9649222,5.918619
9649493,0.371569
9651298,2.15512
9652632,4.977624
9654476,0.396324
9655129,2.743997
9655187,4.416246
9656397,204.740105
9656543,2.544565
9657096,2.138182
9658118,24.059995
9661869,20.4271
9662581,0.258011
9664215,3.319496
9664382,0.290754
9665086,0.296536
9665503,11.567979
9673173,21.29474
9674608,2.972045
9692336,0.687898
9700154,0.257253
9700181,2.848618
9701423,8.607397
9702641,0.503178
9703626,0.415148
9705459,2.486587
9706078,0.613561
9711751,1.7115
9711769,12.935909
9713664,0.321236
9714123,50.355461
9714358,6.474177
9715925,6.308199
9715939,12.893029
9716456,1.813286
9717924,0.395588
9717958,67.995354
9719636,3.35157
9722737,0.418528
9724080,1.173918
9724993,7.863366
9725155,1.127146
9752973,0.716709
9753154,3.704267
9758089,92.729051
9760531,0.272798
9761199,1.384039
9761573,7.441608
9761882,24.585978
9762519,7.515147
9767392,2.914515
9767437,0.712722
9772531,31.201689
9772642,0.275432
9774400,10.818293
9775253,8.788496
9776718,0.544351
9777062,19.230038
9777090,5.508136
9777987,0.2585
9783760,89.73956
9784230,0.798198
9784371,3.301226
9785454,184.52
9786017,4.498003
9786165,0.332625
9786798,0.445468
9786821,8.593502
9786821,21.120019
9788113,2.068058
9788457,0.963338
9790355,14.565548
9790965,0.822068
9813678,0.505079
9818732,45.035591
9821078,8.429438
9821151,8.429413
9821923,0.349533
9827122,2.154922
9827149,2.131939
9832227,0.457948
9832545,1.02075
9833618,1.408502
9833806,0.393176
9834257,15.651439
9834719,3.243338
9835416,4.036605
9837083,0.623394
9837544,71.661929
9837578,20.733749
9838047,0.436161
9838060,23.815828
9838975,18.692866
9839062,424.615
9839081,2.559241
9840412,0.878456
9842890,4.988376
9842906,4.988602
9843435,1.684709
9843451,0.442753
9846348,26.893157
9847239,28.507891
9848190,5.241004
9850387,2.748501
9851142,8.4803
9851943,2.163919
9851944,2.163902
9873869,4.994778
9880467,8.973499
9881258,4.057025
9882280,0.289075
9886224,2.99266
9886255,105.960942
9892471,8.268083
9895004,2.250827
9895709,1.81893
9896435,18.0767
9897710,0.425537
9898364,7.132382
9898401,0.152774
9899181,1.332553
9899216,10.915849
9899345,1.332628
9899416,1.332555
9902856,271.825762
9904059,102.96637
9906590,1.686338
9907505,39.206808
9909497,1.284073
9911112,2.33365
9912977,1.887874
9913481,7.009485
9934052,0.352246
9934208,9.058487
9935245,0.78486
9935311,0.273775
9936698,5.712151
9940565,4.278654
9941387,27.659608
9944201,0.721523
9944421,7.095207
9944907,0.61344
9945280,1.30346
9947924,0.362806
9948002,101.263297
9948201,0.303181
9953894,1.382599
9954225,1.340652
9955262,77.479926
9956124,0.362725
9957351,0.495552
9957411,0.37469
9957659,30.694552
9957668,30.695335
9962595,11.374443
9963009,40.069657
9963461,10.581572
9965206,16.22755
9965691,15.683195
9966115,8.947426
9967884,5.42835
9970396,235.299398
9970937,4.877061
9971475,5.357408
9972385,58.422113
9991887,0.322396
9994475,0.318406
9995660,0.41859
9995981,0.293267
10000490,1.400991
10001167,120.390971
10002261,12.713794
10004546,19.356914
10006096,70.516226
10007533,0.648064
10014536,1.009397
10014830,3.030527
10015516,67.692052
10019399,11.80572
10019763,32.504696
10020247,0.345557
10020423,7.448378
10024144,0.815596
10026136,9.080194
10026457,9.934423
10028352,1.386802
10030778,29.47316
10030943,0.23578
10031409,4.14388
10031808,8.589644
10032392,0.391157
10032935,0.320516
10033279,72.491391
10063044,1.009672
10068030,2.023119
10068383,7.30497
10068919,43.562272
10074700,365.65
10074939,0.277094
10083623,1.278539
10084115,0.305666
10090246,2.286106
10091110,4.218517
10091110,8.530335
10091110,383.86
10091257,3.403848
10091703,710.5
10092506,31.041675
10095469,0.677763
10095512,6.017194
10096019,6.867469
10096864,1.946702
10119517,0.737494
10123627,0.294939
10128961,0.347743
10129482,0.846291
10135584,0.391294
10148799,0.346605
10149237,0.297996
10149845,4.056365
10152836,220.93
10153011,83.097598
10154189,0.411239
10155080,3.860903
10155563,0.360267
10156064,4.855936
10157573,5.115738
10158418,5.007412
10159014,8.777397
10162999,3.429215
10186945,0.793671
10189523,1.013916
10191056,2.427495
10191070,1.213745
10198097,2.815224
10198109,17.918743
10206340,4.564401
10208759,4.575031
10215422,24.84708
10215869,5.01727
10216186,0.605939
10221886,8.316718
10223616,29.124583
10225800,1.423797
10226388,0.660657
10227863,5.139709
10228240,2.173421
10228942,21.025442
10229723,0.628724
10232123,1.343766
10253375,0.375325
10253421,0.428354
10255110,0.336703
10257903,0.85857
10258558,20.867856
10259029,7.06114
10259301,244.833
10259530,0.707206
10264202,1.035148
10265602,165.344678
10267044,0.430036
10268809,24.708999
10268903,1.103966
10274218,1.764112
10274244,13.68369
10275074,4.362884
10275197,0.390835
10275747,0.661748
10275887,9.72675
10280990,0.384457
10285661,0.308292
10287248,4.722257
10288502,0.230185
10291683,2.043743
10292238,143.119263
10292413,0.559159
10292465,1.353374
10294608,3.708984
10295951,6.810825
10296163,9.296764
10319590,21.320459
10320341,30.114691
10322296,0.315033
10322582,0.291269
10330495,18.060081
10332789,18.740726
10334122,37.952857
10338279,5.66027
10341913,1.867498
10342041,1.867493
10345478,14.498387
10345862,58.288224
10346522,3.989142
10350225,0.28207
10351767,0.63507
10352603,32.778987
10352938,6.471629
10355671,0.30363
10357852,0.488341
10363300,0.934926
10383620,0.734563
10383696,8.4877
10384962,2.879243
10385682,6.207461
10388897,0.343729
10389596,2.6093
10389809,0.397397
10389982,0.443989
10395202,0.305945
10395543,3.68747
10395609,0.364254
10407221,0.93374
10417135,1.203332
10417986,0.073731
10418797,23.355348
10419211,11.521427
10420279,45.43325
10422852,1.39889
10447902,0.337464
10454401,12.180722
10454725,0.831768
10460629,525.02
10460629,856.65
10462826,50.467032
10464078,19.404017
10464666,131.734237
10468514,0.424938
10480952,4.074906
10480982,19.221388
10481912,0.442368
10483644,5.110771
10485069,0.445272
10485137,0.445275
10485250,16.469783
10486425,5.274816
10487119,6.74936
10489521,3.224504
10489539,19.763878
10490960,5.682411
10491031,4.398138
10491544,22.771984
10491554,22.77212
10514770,1.87242
10518735,19.515
10528299,0.399802
10534155,4.327092
10535807,1.481656
10544976,0.350469
10547209,2.25404
10547685,2.777022
10549576,9.089466
10551346,1.427963
10555365,5.80181
10556068,2.117156
10556578,1.252864
10557008,0.265419
10581918,1.801863
10583180,2.696281
10583181,2.696323
10583225,2.696307
10586874,0.535487
10592163,14.762947
10593759,6.26521
10596883,0.468911
10599397,0.937407
10600319,0.281516
10601549,1.463773
10601579,8.098754
10602291,20.927361
10611450,11.652748
10613718,1.175878
10614012,132.167312
10614158,4.46226
10616571,23.673107
10616656,25.285262
10616829,1.072934
10618253,0.437403
10619109,2.045183
10619506,0.503555
10651945,25.366996
10656508,124.035832
10657664,3.273699
10659313,15.249337
10661783,1.231363
10664416,25.322174
10666230,1.577797
10666242,87.23948
10676927,1.0311
10677186,100.401305
10679505,5.675186
10680475,0.349832
10684673,0.192556
10686876,2.618427
10710755,4.816611
10711551,10.692219
10711646,0.737652
10711913,19.408016
10711938,0.357604
10723143,0.307642
10724533,0.745092
10727655,0.353365
10727668,2.3059
10728219,3.371808
10735331,213.399342
10735519,0.907064
10735564,1.674985
10735988,1.927174
10736223,1.105094
10737574,0.365621
10743597,81.194624
10743600,0.817023
10748621,286.18
10751515,56.406491
10753734,19.406692
10753751,0.442962
10789421,0.776852
10794242,7.143706
10794405,0.952377
10794878,0.432771
10796477,0.484966
10797126,0.43244
10798605,56.048166
10798838,62.127665
10799558,0.36648
10799735,37.5903
10801703,0.313092
10802917,0.272452
10809677,7.042176
10809970,0.447055
10815379,0.89052
10816107,2.16158
10818544,1.369217
10844279,0.623413
10845188,249.361945
10847118,0.293553
10848459,1.736952
10848807,0.346247
10849244,24.261683
10854621,0.375939
10855535,0.112782
10857342,2.415925
10857519,2.053334
10857589,32.532526
10858117,606.11
10858720,0.952378
10861842,0.471943
10863286,3.723867
10873904,9.885633
10874226,11.973625
10874926,11.703107
10877703,0.436937
10879213,1.336971
10880490,0.298005
10904857,3.120831
10905804,0.751097
10905824,2.719535
10909274,39.23814
10916675,0.418868
10919564,0.462137
10920086,3.213193
10920314,0.505169
10920813,53.740903
10923260,7.436017
10924462,0.375372
10924853,4.204809
10925104,8.041339
10934755,0.786484
10935310,4.128795
10936427,14.361023
10937609,2.570431
10960995,3.117087
10963242,6.146822
10965091,0.235855
10965963,6.640242
10972830,0.67845
10973583,6.256343
10979669,0.925768
10979716,10.684056
10987439,10.674599
10989032,2.305098
10991769,3.281345
10991989,0.974478
10992733,18.525918
11012801,0.367311
11013201,0.227394
11017077,0.708564
11021252,3.269192
11027722,0.678137
11036301,0.285237
11036692,0.358947
11042923,0.390162
11044668,139.45
11044779,15.608623
11045383,41.166738
11046124,4.307409
11069176,15.379615
11071207,8.049635
11071278,55.885225
11073223,11.578947
11076176,0.699986
11076279,1.472585
11083888,0.342667
11084647,0.311674
11084782,0.586535
11086270,12.691047
11091082,0.385082
11097678,0.999716
11099351,2.377955
11100657,8.344101
11122789,3.238154
11124509,8.892905
11125936,2.672217
11127048,0.299323
11133313,27.400893
11134079,1.260566
11135978,0.292059
11137143,0.313533
11138155,4.959328
11144556,0.64298
11147276,3.133058
11147460,4.107736
11147814,95.178299
11151970,0.311629
11153627,0.561697
11154110,0.529664
11175495,2.191027
11179657,0.788912
11180361,0.533061
11182260,1.291972
11187837,17.604587
11189127,2.671943
11190836,0.404016
11193447,0.625884
11197126,4.494809
11197853,0.698461
11198068,0.400175
11198723,6.840306
11200405,4.6396
11200773,2.489552
11228612,2.98048
11230837,0.446079
11231334,4.157481
11232745,9.634244
11233911,4.9599
11234677,1.587425
11235323,19.668402
11236035,2.319003
11240948,3.401937
11241814,227.664376
11242721,19.651205
11244501,0.296676
11245381,0.306992
11246163,0.279228
11247386,0.394325
11249624,65.583721
11250867,2.252822
11252617,4.47812
11255667,0.818914
11255761,4.992677
11284227,0.437571
11284547,0.262441
11285136,2.368178
11285625,10.790444
11287726,4.737714
11288684,22.210063
11289003,0.330342
11295026,0.290855
11295347,0.88844
11303416,0.320784
11303526,0.72009
11303811,3.379469
11304987,1.385386
11305087,0.309267
11336707,0.251298
11338865,0.880385
11341950,0.288371
11342573,91.056035
11347875,3.455091
11350389,1.512644
11352791,0.280519
11357192,186.516787
11358392,0.984977
11359305,28.487115
11391181,8.61734
11391667,1.083737
11391755,25.104115
11392618,110.93
11395117,0.306517
11395645,0.496909
11401845,2.161399
11402381,0.417365
11403032,7.631634
11403216,4.053253
11403776,0.401806
11404644,5.9026
11404698,0.590192
11404758,0.351246
11405559,0.284937
11408810,0.749287
11408935,15.99509
11409673,12.317869
11409698,10.267827
11410485,0.428793
11413213,0.237466
11442348,0.312841
11442465,33.933831
11442793,842.4
11444780,0.286714
11447953,1.498884
11449844,38.478764
11455484,6.14275
11455795,1.057335
11457191,2.298395
11460346,0.385648
11463211,1.506354
11465813,670.7
11494130,18.955414
11494583,0.248342
11495766,8.340443
11495781,0.507934
11496078,0.299719
11498689,0.306306
11499263,46.698217
11499757,12.314398
11502172,25.431959
11502581,0.333636
11506235,20.413055
11506938,22.57478
11509282,0.634034
11515292,3.419467
11517719,2.495779
11519134,58.584986
11519226,22.160715
11521048,25.702869
11546211,2.194421
11547869,10.727417
11548140,2.7573
11558882,73.921006
11559864,0.383301
11560037,1.466522
11560447,0.527679
11564013,1.750536
11566174,0.276875
11568428,1.710629
11568657,13.476046
11568987,15.959945
11572363,19.027753
11572643,0.345404
11599264,8.428151
11601584,13.979485
11601584,34.206694
11604958,0.29893
11612091,0.454269
11615481,65.432011
11616200,1.718649
11616594,14.587612
11618883,0.684872
11619964,10.368555
11649962,10.562737
11652545,0.412795
11656302,22.264809
11656840,7.44266
11662440,13.639457
11671429,112.463712
11671660,8.710339
11672319,0.331775
11673686,4.618769
11700133,6.754017
11703960,0.604417
11704044,13.765345
11704155,0.273867
11706658,1.407943
11716688,0.301218
11717798,0.374715
11722816,0.320373
11724091,1.55909
11724210,5.746018
11751847,0.331484
11761199,213.622902
11768970,15.541353
11769146,282.965828
11769739,0.252473
11769801,29.70822
11774013,3.756248
11774383,0.520227
11805075,199.839898
11805235,0.395193
11811454,2.274628
11817750,9.762551
11819135,1.901638
11820830,12.73187
11824222,15.841336
11825057,0.532088
11825204,0.209636
11826400,5.889372
11853130,76.879392
11858541,5.674353
11858979,3.059169
11859811,22.314148
11867071,3.96385
11869052,20.545495
11873166,1.468852
11874338,15.975177
11875511,67.451544
11875706,0.385721
11904038,0.63222
11906217,37.910216
11909686,185.954496
11909839,10.405998
11910076,0.348123
11911561,8.870412
11913012,3.747848
11913071,3.747835
11920266,0.46741
11922782,3.512934
11923629,17.973284
11923819,33.159512
11924311,0.445116
11924426,64.713161
11959569,46.148741
11961695,1082.815
11966557,60.297611
11967004,1.941636
11968490,1.07889
11968513,1.036591
11970288,20.702319
11972387,0.327898
11973705,6.772142
11974540,24.669194
11975363,3.518419
12004679,5.04249
12004834,0.262317
12010534,2.581595
12013615,8.202869
12016304,1.024052
12017140,22.845242
12019674,0.354504
12021387,241.071033
12022517,3.442713
12022718,9.255331
12023089,0.623441
12055014,0.499905
12055255,0.220939
12055421,0.385606
12055517,0.609752
12059158,0.471824
12062660,2.9293
12066630,1.098374
12071006,6.096026
12071741,0.314264
12104285,0.251451
12105785,31.953029
12106934,5.937046
12108333,0.705448
12109267,79.332118
12109575,0.531655
12109845,0.865959
12153332,0.294627
12157987,0.577844
12164634,89.331217
12164751,2.630088
12167361,47.93095
12170648,0.599386
12208887,53.501801
12216706,1.471061
12216817,0.246273
12217907,43.204586
12218858,0.426658
12251650,17.761995
12251779,14.844233
12253490,19.159743
12255108,9.131526
12255382,0.999323
12257908,2.615917
12267718,0.545051
12268220,4.42157
12301181,6.147279
12302391,25.321733
12305537,0.361815
12306808,37.878484
12316447,17.9077
12350008,0.18453
12351927,10.116148
12352712,0.722065
12353720,1.95331
12356746,1.004908
12356914,27.307455
12365000,1.262743
12367310,8.627487
12367464,1.853209
12400729,0.931726
12404615,0.366291
12405950,3.53963
12418274,0.352722
12418319,1.356974
12418662,2.751574
12418816,1.52187
12458133,0.332522
12458797,0.241321
12459731,14.181207
12470041,14.667742
12470530,8.207257
12470954,1.90221
12504988,5.093939
12506351,2.455517
12508335,42.943865
12508348,0.255605
12553806,0.463124
12554536,0.684496
12557713,7.214723
12598713,0.257179
12599700,1.017786
12602985,0.250869
12643582,88.2954
12644769,41.077587
12645761,5.419138
12785282,0.78875
